NPs ID,NP_Class,INPs_Core,Targeting Strategy,Shape,Size (nm),Size_Category,Zeta Potential (mv),Zeta_Category,Responsive release,Tumor Cell,Tumor Site,Tumor Size ( mm³),Administration Dosages (mg/kg),Organ or tissue,Time point (h),Biodistribution (%ID),Tumor_%ID,Liver_%ID,Selectivity_Index,Targeting_Efficiency,Shell Type,MW Shell,HAS_PEG,Spleen_%ID
ONPs-P19,Organic,No_Core,Passive,Spherical,166.4,Large,12.3,Positive,pH,H22 cell,Liver,100.0,10.0,Liver,6.0,0.96,0.13,0.96,0.1192660550458715,Moderately High,No Stealth Effect,Not Exist,No,0.13
ONPs-P19,Organic,No_Core,Passive,Spherical,166.4,Large,12.3,Positive,pH,H22 cell,Liver,100.0,10.0,Liver,12.0,1.14,0.3,1.14,0.2362204724409448,Moderately High,No Stealth Effect,Not Exist,No,0.13
ONPs-P19,Organic,No_Core,Passive,Spherical,166.4,Large,12.3,Positive,pH,H22 cell,Liver,100.0,10.0,Liver,24.0,0.42,0.07,0.42,0.14,Moderately High,No Stealth Effect,Not Exist,No,0.08
ONPs-P19,Organic,No_Core,Passive,Spherical,166.4,Large,12.3,Positive,pH,H22 cell,Liver,100.0,10.0,Spleen,0.5,0.36,0.05,11.07,0.0043744531933508,Very Poor,No Stealth Effect,Not Exist,No,0.36
ONPs-P19,Organic,No_Core,Passive,Spherical,166.4,Large,12.3,Positive,pH,H22 cell,Liver,100.0,10.0,Spleen,1.0,0.39,0.09,8.3,0.0103567318757192,Poor,No Stealth Effect,Not Exist,No,0.39
ONPs-P19,Organic,No_Core,Passive,Spherical,166.4,Large,12.3,Positive,pH,H22 cell,Liver,100.0,10.0,Spleen,2.0,0.22,0.1,4.81,0.0198807157057654,Poor,No Stealth Effect,Not Exist,No,0.22
ONPs-P19,Organic,No_Core,Passive,Spherical,166.4,Large,12.3,Positive,pH,H22 cell,Liver,100.0,10.0,Spleen,6.0,0.13,0.13,0.96,0.1192660550458715,Moderately High,No Stealth Effect,Not Exist,No,0.13
ONPs-P19,Organic,No_Core,Passive,Spherical,166.4,Large,12.3,Positive,pH,H22 cell,Liver,100.0,10.0,Spleen,12.0,0.13,0.3,1.14,0.2362204724409448,Moderately High,No Stealth Effect,Not Exist,No,0.13
ONPs-P19,Organic,No_Core,Passive,Spherical,166.4,Large,12.3,Positive,pH,H22 cell,Liver,100.0,10.0,Spleen,24.0,0.08,0.07,0.42,0.14,Moderately High,No Stealth Effect,Not Exist,No,0.08
ONPs-P19,Organic,No_Core,Passive,Spherical,166.4,Large,12.3,Positive,pH,H22 cell,Liver,100.0,10.0,Lungs,0.5,0.54,0.05,11.07,0.0043744531933508,Very Poor,No Stealth Effect,Not Exist,No,0.36
ONPs-P19,Organic,No_Core,Passive,Spherical,166.4,Large,12.3,Positive,pH,H22 cell,Liver,100.0,10.0,Lungs,1.0,0.44,0.09,8.3,0.0103567318757192,Poor,No Stealth Effect,Not Exist,No,0.39
ONPs-P19,Organic,No_Core,Passive,Spherical,166.4,Large,12.3,Positive,pH,H22 cell,Liver,100.0,10.0,Lungs,2.0,0.26,0.1,4.81,0.0198807157057654,Poor,No Stealth Effect,Not Exist,No,0.22
ONPs-P19,Organic,No_Core,Passive,Spherical,166.4,Large,12.3,Positive,pH,H22 cell,Liver,100.0,10.0,Lungs,6.0,0.19,0.13,0.96,0.1192660550458715,Moderately High,No Stealth Effect,Not Exist,No,0.13
ONPs-P19,Organic,No_Core,Passive,Spherical,166.4,Large,12.3,Positive,pH,H22 cell,Liver,100.0,10.0,Lungs,12.0,0.06,0.3,1.14,0.2362204724409448,Moderately High,No Stealth Effect,Not Exist,No,0.13
ONPs-P19,Organic,No_Core,Passive,Spherical,166.4,Large,12.3,Positive,pH,H22 cell,Liver,100.0,10.0,Lungs,24.0,0.02,0.07,0.42,0.14,Moderately High,No Stealth Effect,Not Exist,No,0.08
ONPs-P19,Organic,No_Core,Passive,Spherical,166.4,Large,12.3,Positive,pH,H22 cell,Liver,100.0,10.0,Kidneys,0.5,0.12,0.05,11.07,0.0043744531933508,Very Poor,No Stealth Effect,Not Exist,No,0.36
ONPs-P19,Organic,No_Core,Passive,Spherical,166.4,Large,12.3,Positive,pH,H22 cell,Liver,100.0,10.0,Kidneys,1.0,0.25,0.09,8.3,0.0103567318757192,Poor,No Stealth Effect,Not Exist,No,0.39
ONPs-P19,Organic,No_Core,Passive,Spherical,166.4,Large,12.3,Positive,pH,H22 cell,Liver,100.0,10.0,Kidneys,2.0,0.1,0.1,4.81,0.0198807157057654,Poor,No Stealth Effect,Not Exist,No,0.22
ONPs-P19,Organic,No_Core,Passive,Spherical,166.4,Large,12.3,Positive,pH,H22 cell,Liver,100.0,10.0,Kidneys,6.0,0.15,0.13,0.96,0.1192660550458715,Moderately High,No Stealth Effect,Not Exist,No,0.13
ONPs-P19,Organic,No_Core,Passive,Spherical,166.4,Large,12.3,Positive,pH,H22 cell,Liver,100.0,10.0,Kidneys,12.0,0.04,0.3,1.14,0.2362204724409448,Moderately High,No Stealth Effect,Not Exist,No,0.13
ONPs-P19,Organic,No_Core,Passive,Spherical,166.4,Large,12.3,Positive,pH,H22 cell,Liver,100.0,10.0,Plasma,0.5,0.346,0.05,11.07,0.0043744531933508,Very Poor,No Stealth Effect,Not Exist,No,0.36
ONPs-P19,Organic,No_Core,Passive,Spherical,166.4,Large,12.3,Positive,pH,H22 cell,Liver,100.0,10.0,Plasma,1.0,0.196,0.09,8.3,0.0103567318757192,Poor,No Stealth Effect,Not Exist,No,0.39
ONPs-P19,Organic,No_Core,Passive,Spherical,166.4,Large,12.3,Positive,pH,H22 cell,Liver,100.0,10.0,Plasma,2.0,0.152,0.1,4.81,0.0198807157057654,Poor,No Stealth Effect,Not Exist,No,0.22
ONPs-P19,Organic,No_Core,Passive,Spherical,166.4,Large,12.3,Positive,pH,H22 cell,Liver,100.0,10.0,Plasma,4.0,0.086,0.0,0.0,0.0,Very Poor,No Stealth Effect,Not Exist,No,0.0
ONPs-P19,Organic,No_Core,Passive,Spherical,166.4,Large,12.3,Positive,pH,H22 cell,Liver,100.0,10.0,Plasma,6.0,0.066,0.13,0.96,0.1192660550458715,Moderately High,No Stealth Effect,Not Exist,No,0.13
ONPs-P19,Organic,No_Core,Passive,Spherical,166.4,Large,12.3,Positive,pH,H22 cell,Liver,100.0,10.0,Plasma,12.0,0.051,0.3,1.14,0.2362204724409448,Moderately High,No Stealth Effect,Not Exist,No,0.13
ONPs-P19,Organic,No_Core,Passive,Spherical,166.4,Large,12.3,Positive,pH,H22 cell,Liver,100.0,10.0,Plasma,24.0,0.049,0.07,0.42,0.14,Moderately High,No Stealth Effect,Not Exist,No,0.08
ONPs-P19,Organic,No_Core,Passive,Spherical,166.4,Large,12.3,Positive,pH,H22 cell,Liver,100.0,10.0,Plasma,48.0,0.033,0.0,0.0,0.0,Very Poor,No Stealth Effect,Not Exist,No,0.0
ONPs-P19,Organic,No_Core,Passive,Spherical,166.4,Large,12.3,Positive,pH,H22 cell,Liver,100.0,10.0,Plasma,72.0,0.018,0.0,0.0,0.0,Very Poor,No Stealth Effect,Not Exist,No,0.0
ONPs-P20,Organic,No_Core,Active,Spherical,175.1,Large,8.7,Near Neutral,pH,H22 cell,Liver,100.0,10.0,Tumor,0.5,0.05,0.05,13.59,0.0035360678925035,Very Poor,No Stealth Effect,Not Exist,No,0.55
ONPs-P20,Organic,No_Core,Active,Spherical,175.1,Large,8.7,Near Neutral,pH,H22 cell,Liver,100.0,10.0,Tumor,1.0,0.1,0.1,14.26,0.0068446269678302,Very Poor,No Stealth Effect,Not Exist,No,0.35
ONPs-P20,Organic,No_Core,Active,Spherical,175.1,Large,8.7,Near Neutral,pH,H22 cell,Liver,100.0,10.0,Tumor,2.0,0.19,0.19,3.01,0.0577507598784194,Moderate,No Stealth Effect,Not Exist,No,0.28
ONPs-P20,Organic,No_Core,Active,Spherical,175.1,Large,8.7,Near Neutral,pH,H22 cell,Liver,100.0,10.0,Tumor,6.0,0.21,0.21,1.8,0.1024390243902439,Moderately High,No Stealth Effect,Not Exist,No,0.25
ONPs-P20,Organic,No_Core,Active,Spherical,175.1,Large,8.7,Near Neutral,pH,H22 cell,Liver,100.0,10.0,Tumor,12.0,0.39,0.39,1.74,0.2108108108108108,Moderately High,No Stealth Effect,Not Exist,No,0.11
ONPs-P20,Organic,No_Core,Active,Spherical,175.1,Large,8.7,Near Neutral,pH,H22 cell,Liver,100.0,10.0,Tumor,24.0,0.11,0.11,0.66,0.1392405063291139,Moderately High,No Stealth Effect,Not Exist,No,0.13
ONPs-P20,Organic,No_Core,Active,Spherical,175.1,Large,8.7,Near Neutral,pH,H22 cell,Liver,100.0,10.0,Liver,0.5,13.59,0.05,13.59,0.0035360678925035,Very Poor,No Stealth Effect,Not Exist,No,0.55
ONPs-P20,Organic,No_Core,Active,Spherical,175.1,Large,8.7,Near Neutral,pH,H22 cell,Liver,100.0,10.0,Liver,1.0,14.26,0.1,14.26,0.0068446269678302,Very Poor,No Stealth Effect,Not Exist,No,0.35
ONPs-P20,Organic,No_Core,Active,Spherical,175.1,Large,8.7,Near Neutral,pH,H22 cell,Liver,100.0,10.0,Liver,2.0,3.01,0.19,3.01,0.0577507598784194,Moderate,No Stealth Effect,Not Exist,No,0.28
ONPs-P20,Organic,No_Core,Active,Spherical,175.1,Large,8.7,Near Neutral,pH,H22 cell,Liver,100.0,10.0,Liver,6.0,1.8,0.21,1.8,0.1024390243902439,Moderately High,No Stealth Effect,Not Exist,No,0.25
ONPs-P20,Organic,No_Core,Active,Spherical,175.1,Large,8.7,Near Neutral,pH,H22 cell,Liver,100.0,10.0,Liver,12.0,1.74,0.39,1.74,0.2108108108108108,Moderately High,No Stealth Effect,Not Exist,No,0.11
ONPs-P20,Organic,No_Core,Active,Spherical,175.1,Large,8.7,Near Neutral,pH,H22 cell,Liver,100.0,10.0,Liver,24.0,0.66,0.11,0.66,0.1392405063291139,Moderately High,No Stealth Effect,Not Exist,No,0.13
ONPs-P20,Organic,No_Core,Active,Spherical,175.1,Large,8.7,Near Neutral,pH,H22 cell,Liver,100.0,10.0,Spleen,0.5,0.55,0.05,13.59,0.0035360678925035,Very Poor,No Stealth Effect,Not Exist,No,0.55
ONPs-P20,Organic,No_Core,Active,Spherical,175.1,Large,8.7,Near Neutral,pH,H22 cell,Liver,100.0,10.0,Spleen,1.0,0.35,0.1,14.26,0.0068446269678302,Very Poor,No Stealth Effect,Not Exist,No,0.35
ONPs-P20,Organic,No_Core,Active,Spherical,175.1,Large,8.7,Near Neutral,pH,H22 cell,Liver,100.0,10.0,Spleen,2.0,0.28,0.19,3.01,0.0577507598784194,Moderate,No Stealth Effect,Not Exist,No,0.28
ONPs-P20,Organic,No_Core,Active,Spherical,175.1,Large,8.7,Near Neutral,pH,H22 cell,Liver,100.0,10.0,Spleen,6.0,0.25,0.21,1.8,0.1024390243902439,Moderately High,No Stealth Effect,Not Exist,No,0.25
ONPs-P20,Organic,No_Core,Active,Spherical,175.1,Large,8.7,Near Neutral,pH,H22 cell,Liver,100.0,10.0,Spleen,12.0,0.11,0.39,1.74,0.2108108108108108,Moderately High,No Stealth Effect,Not Exist,No,0.11
ONPs-P20,Organic,No_Core,Active,Spherical,175.1,Large,8.7,Near Neutral,pH,H22 cell,Liver,100.0,10.0,Spleen,24.0,0.13,0.11,0.66,0.1392405063291139,Moderately High,No Stealth Effect,Not Exist,No,0.13
ONPs-P20,Organic,No_Core,Active,Spherical,175.1,Large,8.7,Near Neutral,pH,H22 cell,Liver,100.0,10.0,Lungs,0.5,0.78,0.05,13.59,0.0035360678925035,Very Poor,No Stealth Effect,Not Exist,No,0.55
ONPs-P20,Organic,No_Core,Active,Spherical,175.1,Large,8.7,Near Neutral,pH,H22 cell,Liver,100.0,10.0,Lungs,1.0,0.52,0.1,14.26,0.0068446269678302,Very Poor,No Stealth Effect,Not Exist,No,0.35
ONPs-P20,Organic,No_Core,Active,Spherical,175.1,Large,8.7,Near Neutral,pH,H22 cell,Liver,100.0,10.0,Lungs,2.0,0.38,0.19,3.01,0.0577507598784194,Moderate,No Stealth Effect,Not Exist,No,0.28
ONPs-P20,Organic,No_Core,Active,Spherical,175.1,Large,8.7,Near Neutral,pH,H22 cell,Liver,100.0,10.0,Lungs,6.0,0.24,0.21,1.8,0.1024390243902439,Moderately High,No Stealth Effect,Not Exist,No,0.25
ONPs-P20,Organic,No_Core,Active,Spherical,175.1,Large,8.7,Near Neutral,pH,H22 cell,Liver,100.0,10.0,Lungs,12.0,0.06,0.39,1.74,0.2108108108108108,Moderately High,No Stealth Effect,Not Exist,No,0.11
ONPs-P20,Organic,No_Core,Active,Spherical,175.1,Large,8.7,Near Neutral,pH,H22 cell,Liver,100.0,10.0,Lungs,24.0,0.03,0.11,0.66,0.1392405063291139,Moderately High,No Stealth Effect,Not Exist,No,0.13
ONPs-P20,Organic,No_Core,Active,Spherical,175.1,Large,8.7,Near Neutral,pH,H22 cell,Liver,100.0,10.0,Kidneys,0.5,0.41,0.05,13.59,0.0035360678925035,Very Poor,No Stealth Effect,Not Exist,No,0.55
ONPs-P20,Organic,No_Core,Active,Spherical,175.1,Large,8.7,Near Neutral,pH,H22 cell,Liver,100.0,10.0,Kidneys,1.0,0.25,0.1,14.26,0.0068446269678302,Very Poor,No Stealth Effect,Not Exist,No,0.35
ONPs-P20,Organic,No_Core,Active,Spherical,175.1,Large,8.7,Near Neutral,pH,H22 cell,Liver,100.0,10.0,Kidneys,2.0,0.32,0.19,3.01,0.0577507598784194,Moderate,No Stealth Effect,Not Exist,No,0.28
ONPs-P20,Organic,No_Core,Active,Spherical,175.1,Large,8.7,Near Neutral,pH,H22 cell,Liver,100.0,10.0,Kidneys,6.0,0.09,0.21,1.8,0.1024390243902439,Moderately High,No Stealth Effect,Not Exist,No,0.25
ONPs-P20,Organic,No_Core,Active,Spherical,175.1,Large,8.7,Near Neutral,pH,H22 cell,Liver,100.0,10.0,Kidneys,12.0,0.05,0.39,1.74,0.2108108108108108,Moderately High,No Stealth Effect,Not Exist,No,0.11
ONPs-P20,Organic,No_Core,Active,Spherical,175.1,Large,8.7,Near Neutral,pH,H22 cell,Liver,100.0,10.0,Plasma,0.5,0.315,0.05,13.59,0.0035360678925035,Very Poor,No Stealth Effect,Not Exist,No,0.55
ONPs-P20,Organic,No_Core,Active,Spherical,175.1,Large,8.7,Near Neutral,pH,H22 cell,Liver,100.0,10.0,Plasma,1.0,0.208,0.1,14.26,0.0068446269678302,Very Poor,No Stealth Effect,Not Exist,No,0.35
ONPs-P20,Organic,No_Core,Active,Spherical,175.1,Large,8.7,Near Neutral,pH,H22 cell,Liver,100.0,10.0,Plasma,2.0,0.148,0.19,3.01,0.0577507598784194,Moderate,No Stealth Effect,Not Exist,No,0.28
ONPs-P20,Organic,No_Core,Active,Spherical,175.1,Large,8.7,Near Neutral,pH,H22 cell,Liver,100.0,10.0,Plasma,4.0,0.095,0.0,0.0,0.0,Very Poor,No Stealth Effect,Not Exist,No,0.0
ONPs-P20,Organic,No_Core,Active,Spherical,175.1,Large,8.7,Near Neutral,pH,H22 cell,Liver,100.0,10.0,Plasma,6.0,0.077,0.21,1.8,0.1024390243902439,Moderately High,No Stealth Effect,Not Exist,No,0.25
ONPs-P20,Organic,No_Core,Active,Spherical,175.1,Large,8.7,Near Neutral,pH,H22 cell,Liver,100.0,10.0,Plasma,12.0,0.068,0.39,1.74,0.2108108108108108,Moderately High,No Stealth Effect,Not Exist,No,0.11
ONPs-P20,Organic,No_Core,Active,Spherical,175.1,Large,8.7,Near Neutral,pH,H22 cell,Liver,100.0,10.0,Plasma,24.0,0.053,0.11,0.66,0.1392405063291139,Moderately High,No Stealth Effect,Not Exist,No,0.13
ONPs-P20,Organic,No_Core,Active,Spherical,175.1,Large,8.7,Near Neutral,pH,H22 cell,Liver,100.0,10.0,Plasma,48.0,0.036,0.0,0.0,0.0,Very Poor,No Stealth Effect,Not Exist,No,0.0
ONPs-P20,Organic,No_Core,Active,Spherical,175.1,Large,8.7,Near Neutral,pH,H22 cell,Liver,100.0,10.0,Plasma,72.0,0.021,0.0,0.0,0.0,Very Poor,No Stealth Effect,Not Exist,No,0.0
ONPs-P21,Organic,No_Core,Passive,Spherical,20.3,Optimal Range,-2.0,Near Neutral,No,EMT6/AR1 cell,Breast,150.0,180.0,Tumor,6.0,0.64,0.64,0.0141,0.2234558849202192,Moderately High,Cellulose,Unknown,No,2.85
ONPs-P21,Organic,No_Core,Passive,Spherical,20.3,Optimal Range,-2.0,Near Neutral,No,EMT6/AR1 cell,Breast,150.0,180.0,Tumor,24.0,0.67,0.67,0.0884,0.0828346768211265,Moderate,Cellulose,Unknown,No,8.0
ONPs-P21,Organic,No_Core,Passive,Spherical,20.3,Optimal Range,-2.0,Near Neutral,No,EMT6/AR1 cell,Breast,150.0,180.0,Tumor,48.0,0.8,0.8,0.2227,1.1718177823348468,High,Cellulose,Unknown,No,0.46
ONPs-P21,Organic,No_Core,Passive,Spherical,20.3,Optimal Range,-2.0,Near Neutral,No,EMT6/AR1 cell,Breast,150.0,180.0,Tumor,96.0,0.89,0.89,0.2369,0.8752089684334742,High,Cellulose,Unknown,No,0.78
ONPs-P21,Organic,No_Core,Passive,Spherical,20.3,Optimal Range,-2.0,Near Neutral,No,EMT6/AR1 cell,Breast,150.0,180.0,Liver,6.0,0.0141,0.64,0.0141,0.2234558849202192,Moderately High,Cellulose,Unknown,No,2.85
ONPs-P21,Organic,No_Core,Passive,Spherical,20.3,Optimal Range,-2.0,Near Neutral,No,EMT6/AR1 cell,Breast,150.0,180.0,Liver,24.0,0.0884,0.67,0.0884,0.0828346768211265,Moderate,Cellulose,Unknown,No,8.0
ONPs-P21,Organic,No_Core,Passive,Spherical,20.3,Optimal Range,-2.0,Near Neutral,No,EMT6/AR1 cell,Breast,150.0,180.0,Liver,48.0,0.2227,0.8,0.2227,1.1718177823348468,High,Cellulose,Unknown,No,0.46
ONPs-P21,Organic,No_Core,Passive,Spherical,20.3,Optimal Range,-2.0,Near Neutral,No,EMT6/AR1 cell,Breast,150.0,180.0,Liver,96.0,0.2369,0.89,0.2369,0.8752089684334742,High,Cellulose,Unknown,No,0.78
ONPs-P21,Organic,No_Core,Passive,Spherical,20.3,Optimal Range,-2.0,Near Neutral,No,EMT6/AR1 cell,Breast,150.0,180.0,Spleen,6.0,2.85,0.64,0.0141,0.2234558849202192,Moderately High,Cellulose,Unknown,No,2.85
ONPs-P21,Organic,No_Core,Passive,Spherical,20.3,Optimal Range,-2.0,Near Neutral,No,EMT6/AR1 cell,Breast,150.0,180.0,Spleen,24.0,8.0,0.67,0.0884,0.0828346768211265,Moderate,Cellulose,Unknown,No,8.0
ONPs-P21,Organic,No_Core,Passive,Spherical,20.3,Optimal Range,-2.0,Near Neutral,No,EMT6/AR1 cell,Breast,150.0,180.0,Spleen,48.0,0.46,0.8,0.2227,1.1718177823348468,High,Cellulose,Unknown,No,0.46
ONPs-P21,Organic,No_Core,Passive,Spherical,20.3,Optimal Range,-2.0,Near Neutral,No,EMT6/AR1 cell,Breast,150.0,180.0,Spleen,96.0,0.78,0.89,0.2369,0.8752089684334742,High,Cellulose,Unknown,No,0.78
ONPs-P21,Organic,No_Core,Passive,Spherical,20.3,Optimal Range,-2.0,Near Neutral,No,EMT6/AR1 cell,Breast,150.0,180.0,Lungs,6.0,0.1,0.64,0.0141,0.2234558849202192,Moderately High,Cellulose,Unknown,No,2.85
ONPs-P21,Organic,No_Core,Passive,Spherical,20.3,Optimal Range,-2.0,Near Neutral,No,EMT6/AR1 cell,Breast,150.0,180.0,Lungs,24.0,0.29,0.67,0.0884,0.0828346768211265,Moderate,Cellulose,Unknown,No,8.0
ONPs-P21,Organic,No_Core,Passive,Spherical,20.3,Optimal Range,-2.0,Near Neutral,No,EMT6/AR1 cell,Breast,150.0,180.0,Lungs,48.0,0.48,0.8,0.2227,1.1718177823348468,High,Cellulose,Unknown,No,0.46
ONPs-P21,Organic,No_Core,Passive,Spherical,20.3,Optimal Range,-2.0,Near Neutral,No,EMT6/AR1 cell,Breast,150.0,180.0,Lungs,96.0,0.32,0.89,0.2369,0.8752089684334742,High,Cellulose,Unknown,No,0.78
ONPs-P21,Organic,No_Core,Passive,Spherical,20.3,Optimal Range,-2.0,Near Neutral,No,EMT6/AR1 cell,Breast,150.0,180.0,Kidneys,6.0,0.12,0.64,0.0141,0.2234558849202192,Moderately High,Cellulose,Unknown,No,2.85
ONPs-P21,Organic,No_Core,Passive,Spherical,20.3,Optimal Range,-2.0,Near Neutral,No,EMT6/AR1 cell,Breast,150.0,180.0,Kidneys,24.0,0.03,0.67,0.0884,0.0828346768211265,Moderate,Cellulose,Unknown,No,8.0
ONPs-P21,Organic,No_Core,Passive,Spherical,20.3,Optimal Range,-2.0,Near Neutral,No,EMT6/AR1 cell,Breast,150.0,180.0,Kidneys,48.0,0.17,0.8,0.2227,1.1718177823348468,High,Cellulose,Unknown,No,0.46
ONPs-P21,Organic,No_Core,Passive,Spherical,20.3,Optimal Range,-2.0,Near Neutral,No,EMT6/AR1 cell,Breast,150.0,180.0,Kidneys,96.0,0.22,0.89,0.2369,0.8752089684334742,High,Cellulose,Unknown,No,0.78
ONPs-P21,Organic,No_Core,Passive,Spherical,20.3,Optimal Range,-2.0,Near Neutral,No,EMT6/AR1 cell,Breast,150.0,180.0,Plasma,6.0,1.51,0.64,0.0141,0.2234558849202192,Moderately High,Cellulose,Unknown,No,2.85
ONPs-P21,Organic,No_Core,Passive,Spherical,20.3,Optimal Range,-2.0,Near Neutral,No,EMT6/AR1 cell,Breast,150.0,180.0,Plasma,24.0,2.2,0.67,0.0884,0.0828346768211265,Moderate,Cellulose,Unknown,No,8.0
ONPs-P21,Organic,No_Core,Passive,Spherical,20.3,Optimal Range,-2.0,Near Neutral,No,EMT6/AR1 cell,Breast,150.0,180.0,Plasma,48.0,1.65,0.8,0.2227,1.1718177823348468,High,Cellulose,Unknown,No,0.46
ONPs-P21,Organic,No_Core,Passive,Spherical,20.3,Optimal Range,-2.0,Near Neutral,No,EMT6/AR1 cell,Breast,150.0,180.0,Plasma,96.0,1.1,0.89,0.2369,0.8752089684334742,High,Cellulose,Unknown,No,0.78
ONPs-P22,Organic,No_Core,Passive,Spherical,54.0,Optimal Range,0.0,Near Neutral,pH,A549-DDP cell,Lungs,100.0,5.0,Tumor,2.0,0.14,0.14,3.97,0.0337349397590361,Poor,No Stealth Effect,Not Exist,No,0.18
ONPs-P22,Organic,No_Core,Passive,Spherical,54.0,Optimal Range,0.0,Near Neutral,pH,A549-DDP cell,Lungs,100.0,5.0,Tumor,8.0,0.26,0.26,3.41,0.0732394366197183,Moderate,No Stealth Effect,Not Exist,No,0.14
ONPs-P22,Organic,No_Core,Passive,Spherical,54.0,Optimal Range,0.0,Near Neutral,pH,A549-DDP cell,Lungs,100.0,5.0,Tumor,16.0,0.23,0.23,1.11,0.1932773109243697,Moderately High,No Stealth Effect,Not Exist,No,0.08
ONPs-P22,Organic,No_Core,Passive,Spherical,54.0,Optimal Range,0.0,Near Neutral,pH,A549-DDP cell,Lungs,100.0,5.0,Heart,2.0,0.0869,0.14,3.97,0.0337349397590361,Poor,No Stealth Effect,Not Exist,No,0.18
ONPs-P22,Organic,No_Core,Passive,Spherical,54.0,Optimal Range,0.0,Near Neutral,pH,A549-DDP cell,Lungs,100.0,5.0,Heart,8.0,0.0754,0.26,3.41,0.0732394366197183,Moderate,No Stealth Effect,Not Exist,No,0.14
ONPs-P22,Organic,No_Core,Passive,Spherical,54.0,Optimal Range,0.0,Near Neutral,pH,A549-DDP cell,Lungs,100.0,5.0,Heart,16.0,0.032,0.23,1.11,0.1932773109243697,Moderately High,No Stealth Effect,Not Exist,No,0.08
ONPs-P22,Organic,No_Core,Passive,Spherical,54.0,Optimal Range,0.0,Near Neutral,pH,A549-DDP cell,Lungs,100.0,5.0,Liver,2.0,3.97,0.14,3.97,0.0337349397590361,Poor,No Stealth Effect,Not Exist,No,0.18
ONPs-P22,Organic,No_Core,Passive,Spherical,54.0,Optimal Range,0.0,Near Neutral,pH,A549-DDP cell,Lungs,100.0,5.0,Liver,8.0,3.41,0.26,3.41,0.0732394366197183,Moderate,No Stealth Effect,Not Exist,No,0.14
ONPs-P22,Organic,No_Core,Passive,Spherical,54.0,Optimal Range,0.0,Near Neutral,pH,A549-DDP cell,Lungs,100.0,5.0,Liver,16.0,1.11,0.23,1.11,0.1932773109243697,Moderately High,No Stealth Effect,Not Exist,No,0.08
ONPs-P22,Organic,No_Core,Passive,Spherical,54.0,Optimal Range,0.0,Near Neutral,pH,A549-DDP cell,Lungs,100.0,5.0,Spleen,2.0,0.18,0.14,3.97,0.0337349397590361,Poor,No Stealth Effect,Not Exist,No,0.18
ONPs-P22,Organic,No_Core,Passive,Spherical,54.0,Optimal Range,0.0,Near Neutral,pH,A549-DDP cell,Lungs,100.0,5.0,Spleen,8.0,0.14,0.26,3.41,0.0732394366197183,Moderate,No Stealth Effect,Not Exist,No,0.14
ONPs-P22,Organic,No_Core,Passive,Spherical,54.0,Optimal Range,0.0,Near Neutral,pH,A549-DDP cell,Lungs,100.0,5.0,Spleen,16.0,0.08,0.23,1.11,0.1932773109243697,Moderately High,No Stealth Effect,Not Exist,No,0.08
ONPs-P22,Organic,No_Core,Passive,Spherical,54.0,Optimal Range,0.0,Near Neutral,pH,A549-DDP cell,Lungs,100.0,5.0,Lungs,2.0,0.18,0.14,3.97,0.0337349397590361,Poor,No Stealth Effect,Not Exist,No,0.18
ONPs-P22,Organic,No_Core,Passive,Spherical,54.0,Optimal Range,0.0,Near Neutral,pH,A549-DDP cell,Lungs,100.0,5.0,Lungs,8.0,0.12,0.26,3.41,0.0732394366197183,Moderate,No Stealth Effect,Not Exist,No,0.14
ONPs-P22,Organic,No_Core,Passive,Spherical,54.0,Optimal Range,0.0,Near Neutral,pH,A549-DDP cell,Lungs,100.0,5.0,Lungs,16.0,0.11,0.23,1.11,0.1932773109243697,Moderately High,No Stealth Effect,Not Exist,No,0.08
ONPs-P22,Organic,No_Core,Passive,Spherical,54.0,Optimal Range,0.0,Near Neutral,pH,A549-DDP cell,Lungs,100.0,5.0,Kidneys,2.0,0.91,0.14,3.97,0.0337349397590361,Poor,No Stealth Effect,Not Exist,No,0.18
ONPs-P22,Organic,No_Core,Passive,Spherical,54.0,Optimal Range,0.0,Near Neutral,pH,A549-DDP cell,Lungs,100.0,5.0,Kidneys,8.0,0.78,0.26,3.41,0.0732394366197183,Moderate,No Stealth Effect,Not Exist,No,0.14
ONPs-P22,Organic,No_Core,Passive,Spherical,54.0,Optimal Range,0.0,Near Neutral,pH,A549-DDP cell,Lungs,100.0,5.0,Kidneys,16.0,0.23,0.23,1.11,0.1932773109243697,Moderately High,No Stealth Effect,Not Exist,No,0.08
ONPs-P23,Organic,No_Core,Passive,Spherical,96.0,Optimal Range,0.0,Near Neutral,No,PC3-RES cell,Prostate,80.0,20.0,Tumor,1.0,3.95,3.95,57.73,0.062638756739613,Moderate,Cellulose,Unknown,No,5.33
ONPs-P23,Organic,No_Core,Passive,Spherical,96.0,Optimal Range,0.0,Near Neutral,No,PC3-RES cell,Prostate,80.0,20.0,Tumor,3.0,3.86,3.86,67.53,0.0518608088136504,Moderate,Cellulose,Unknown,No,6.9
ONPs-P23,Organic,No_Core,Passive,Spherical,96.0,Optimal Range,0.0,Near Neutral,No,PC3-RES cell,Prostate,80.0,20.0,Tumor,24.0,4.42,4.42,63.96,0.0618527847746991,Moderate,Cellulose,Unknown,No,7.5
